"Date","Price","Open","High","Low","Change %"
"Jun 06, 2012","9.791","9.791","9.791","9.791","-0.04%"
"Jun 05, 2012","9.795","9.795","9.795","9.795","-0.47%"
"Jun 04, 2012","9.841","9.841","9.841","9.841","0.00%"
"Jun 01, 2012","9.841","9.841","9.841","9.841","0.82%"
"May 31, 2012","9.761","9.761","9.761","9.761","-0.86%"
"May 30, 2012","9.846","9.846","9.846","9.846","0.19%"
"May 29, 2012","9.827","9.827","9.827","9.827","-1.96%"
"May 28, 2012","10.023","10.023","10.023","10.023","0.01%"
"May 25, 2012","10.022","10.022","10.022","10.022","0.68%"
"May 24, 2012","9.954","9.954","9.954","9.954","0.77%"
"May 23, 2012","9.878","9.878","9.878","9.878","-2.07%"
"May 22, 2012","10.087","10.087","10.087","10.087","-0.18%"
"May 21, 2012","10.105","10.105","10.105","10.105","1.36%"
"May 18, 2012","9.969","9.969","9.969","9.969","0.21%"
"May 17, 2012","9.948","9.948","9.948","9.948","0.00%"
"May 16, 2012","9.948","9.948","9.948","9.948","-1.55%"
"May 15, 2012","10.105","10.105","10.105","10.105","-0.84%"
"May 14, 2012","10.191","10.191","10.191","10.191","0.00%"
"May 11, 2012","10.191","10.191","10.191","10.191","0.02%"
"May 10, 2012","10.189","10.189","10.189","10.189","-0.77%"
"May 09, 2012","10.268","10.268","10.268","10.268","-0.43%"
"May 08, 2012","10.312","10.312","10.312","10.312","-1.11%"
"May 07, 2012","10.428","10.428","10.428","10.428","0.00%"
"May 04, 2012","10.428","10.428","10.428","10.428","-3.75%"
"May 03, 2012","10.834","10.834","10.834","10.834","0.97%"
"May 02, 2012","10.730","10.730","10.730","10.730","-0.77%"
"Apr 27, 2012","10.813","10.813","10.813","10.813","0.44%"
"Apr 26, 2012","10.766","10.766","10.766","10.766","-0.31%"
"Apr 25, 2012","10.800","10.800","10.800","10.800","-0.63%"
"Apr 24, 2012","10.868","10.868","10.868","10.868","-0.41%"
"Apr 23, 2012","10.913","10.913","10.913","10.913","0.71%"
"Apr 20, 2012","10.836","10.836","10.836","10.836","0.93%"
"Apr 19, 2012","10.736","10.736","10.736","10.736","-1.05%"
"Apr 18, 2012","10.850","10.850","10.850","10.850","-2.26%"
"Apr 17, 2012","11.101","11.101","11.101","11.101","-1.18%"
"Apr 16, 2012","11.233","11.233","11.233","11.233","3.56%"
"Apr 13, 2012","10.847","10.847","10.847","10.847","-3.40%"
"Apr 12, 2012","11.229","11.229","11.229","11.229","1.50%"
"Apr 11, 2012","11.063","11.063","11.063","11.063","-1.14%"
"Apr 10, 2012","11.191","11.191","11.191","11.191","-1.35%"
"Apr 09, 2012","11.344","11.344","11.344","11.344","0.00%"
"Apr 06, 2012","11.344","11.344","11.344","11.344","0.01%"
"Apr 05, 2012","11.343","11.343","11.343","11.343","0.56%"
"Apr 04, 2012","11.280","11.280","11.280","11.280","-0.25%"
"Apr 03, 2012","11.308","11.308","11.308","11.308","-0.48%"
"Mar 30, 2012","11.362","11.362","11.362","11.362","0.50%"
"Mar 29, 2012","11.305","11.305","11.305","11.305","0.00%"
"Mar 28, 2012","11.305","11.305","11.305","11.305","0.34%"
"Mar 27, 2012","11.267","11.267","11.267","11.267","-0.74%"
"Mar 26, 2012","11.351","11.351","11.351","11.351","0.89%"
"Mar 23, 2012","11.251","11.251","11.251","11.251","-1.47%"
"Mar 22, 2012","11.419","11.419","11.419","11.419","0.00%"
"Mar 21, 2012","11.419","11.419","11.419","11.419","2.06%"
"Mar 20, 2012","11.189","11.189","11.189","11.189","-1.62%"
"Mar 19, 2012","11.373","11.373","11.373","11.373","-0.15%"
"Mar 16, 2012","11.390","11.390","11.390","11.390","0.01%"
"Mar 15, 2012","11.389","11.389","11.389","11.389","1.08%"
"Mar 14, 2012","11.267","11.267","11.267","11.267","-1.01%"
"Mar 13, 2012","11.382","11.382","11.382","11.382","0.00%"
"Mar 12, 2012","11.382","11.382","11.382","11.382","1.22%"
"Mar 09, 2012","11.245","11.245","11.245","11.245","-0.85%"
"Mar 08, 2012","11.341","11.341","11.341","11.341","0.00%"
"Mar 07, 2012","11.341","11.341","11.341","11.341","-1.82%"
"Mar 06, 2012","11.551","11.551","11.551","11.551","0.00%"
"Mar 05, 2012","11.551","11.551","11.551","11.551","0.00%"
"Mar 02, 2012","11.551","11.551","11.551","11.551","1.21%"
"Mar 01, 2012","11.413","11.413","11.413","11.413","-0.23%"
"Feb 29, 2012","11.439","11.439","11.439","11.439","-0.14%"
"Feb 28, 2012","11.455","11.455","11.455","11.455","-1.08%"
"Feb 27, 2012","11.580","11.580","11.580","11.580","-0.56%"
"Feb 24, 2012","11.645","11.645","11.645","11.645","0.17%"
"Feb 23, 2012","11.625","11.625","11.625","11.625","-0.83%"
"Feb 22, 2012","11.722","11.722","11.722","11.722","1.46%"
"Feb 21, 2012","11.553","11.553","11.553","11.553","-0.71%"
"Feb 20, 2012","11.636","11.636","11.636","11.636","-1.23%"
"Feb 17, 2012","11.781","11.781","11.781","11.781","0.00%"
"Feb 16, 2012","11.781","11.781","11.781","11.781","-0.61%"
"Feb 15, 2012","11.853","11.853","11.853","11.853","0.00%"
"Feb 14, 2012","11.853","11.853","11.853","11.853","0.53%"
"Feb 13, 2012","11.790","11.790","11.790","11.790","-0.86%"
"Feb 10, 2012","11.892","11.892","11.892","11.892","0.56%"
"Feb 09, 2012","11.826","11.826","11.826","11.826","-0.01%"
"Feb 08, 2012","11.827","11.827","11.827","11.827","-0.03%"
"Feb 07, 2012","11.831","11.831","11.831","11.831","0.00%"
"Feb 06, 2012","11.831","11.831","11.831","11.831","-1.61%"
"Feb 03, 2012","12.024","12.024","12.024","12.024","0.01%"
"Feb 02, 2012","12.023","12.023","12.023","12.023","0.11%"
"Feb 01, 2012","12.010","12.010","12.010","12.010","0.00%"
"Jan 31, 2012","12.010","12.010","12.010","12.010","0.00%"
"Jan 30, 2012","12.010","12.010","12.010","12.010","0.01%"
"Jan 20, 2012","12.009","12.009","12.009","12.009","0.02%"
"Jan 19, 2012","12.007","12.007","12.007","12.007","0.00%"
"Jan 18, 2012","12.007","12.007","12.007","12.007","0.00%"
"Jan 17, 2012","12.007","12.007","12.007","12.007","0.00%"
"Jan 16, 2012","12.007","12.007","12.007","12.007","0.01%"
"Jan 13, 2012","12.006","12.006","12.006","12.006","0.00%"
"Jan 12, 2012","12.006","12.006","12.006","12.006","0.01%"
"Jan 11, 2012","12.005","12.005","12.005","12.005","0.00%"
"Jan 10, 2012","12.005","12.005","12.005","12.005","0.00%"
"Jan 09, 2012","12.005","12.005","12.005","12.005","0.00%"
"Jan 06, 2012","12.005","12.005","12.005","12.005","0.01%"
"Jan 05, 2012","12.004","12.004","12.004","12.004","0.00%"
"Jan 04, 2012","12.004","12.004","12.004","12.004","0.00%"
"Jan 03, 2012","12.004","12.004","12.004","12.004","0.08%"
"Dec 30, 2011","11.995","11.995","11.995","11.995","0.02%"
"Dec 29, 2011","11.993","11.993","11.993","11.993","0.01%"
"Dec 28, 2011","11.992","11.992","11.992","11.992","0.00%"
"Dec 27, 2011","11.992","11.992","11.992","11.992","-0.19%"
"Dec 26, 2011","12.015","12.015","12.015","12.015","0.97%"
"Dec 23, 2011","11.900","11.900","11.900","11.900","0.02%"
"Dec 22, 2011","11.898","11.898","11.898","11.898","0.08%"
"Dec 21, 2011","11.888","11.888","11.888","11.888","-0.01%"
"Dec 20, 2011","11.889","11.889","11.889","11.889","0.35%"
"Dec 19, 2011","11.848","11.848","11.848","11.848","0.04%"
"Dec 16, 2011","11.843","11.843","11.843","11.843","-0.12%"
"Dec 15, 2011","11.857","11.857","11.857","11.857","0.01%"
"Dec 14, 2011","11.856","11.856","11.856","11.856","0.01%"
"Dec 13, 2011","11.855","11.855","11.855","11.855","0.00%"
"Dec 12, 2011","11.855","11.855","11.855","11.855","0.01%"
"Dec 09, 2011","11.854","11.854","11.854","11.854","0.01%"
"Dec 08, 2011","11.853","11.853","11.853","11.853","-0.59%"
"Dec 07, 2011","11.923","11.923","11.923","11.923","-0.16%"
"Dec 06, 2011","11.942","11.942","11.942","11.942","0.01%"
"Dec 05, 2011","11.941","11.941","11.941","11.941","0.01%"
"Dec 02, 2011","11.940","11.940","11.940","11.940","0.02%"
"Dec 01, 2011","11.938","11.938","11.938","11.938","0.00%"
"Nov 30, 2011","11.938","11.938","11.938","11.938","0.06%"
"Nov 29, 2011","11.931","11.931","11.931","11.931","0.01%"
"Nov 28, 2011","11.930","11.930","11.930","11.930","0.03%"
